date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:01	103373/103373	---M--	200	added ('OK')	image/png	etag:%22639ed280-193cd%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/vanity-bag.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/vanity-bag.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:01	152441/152441	---M--	200	added ('OK')	image/png	etag:%22639ed280-25379%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/hat.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/hat.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:01	71668/71668	---M--	200	added ('OK')	image/png	etag:%22639ed280-117f4%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/high-heels.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/high-heels.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:02	158214/158214	---M--	200	added ('OK')	image/png	etag:%22639ed280-26a06%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/full-body.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/full-body.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:02	98052/98052	---M--	200	added ('OK')	image/png	etag:%22639ed280-17f04%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/formal-coat.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/formal-coat.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:02	159423/159423	---M--	200	added ('OK')	image/png	etag:%22639ed280-26ebf%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/ocean-blue.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/ocean-blue.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:02	162811/162811	---M--	200	added ('OK')	image/png	etag:%22639ed280-27bfb%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/sweater.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/sweater.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:03	39451/39451	---M--	200	added ('OK')	image/png	etag:%22639ed280-9a1b%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-1.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-1.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:03	50901/50901	---M--	200	added ('OK')	image/png	etag:%22639ed280-c6d5%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-2.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-2.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:03	42292/42292	---M--	200	added ('OK')	image/png	etag:%22639ed280-a534%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-3.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-3.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:03	25403/25403	---M--	200	added ('OK')	image/png	etag:%22639ed280-633b%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-4.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shirt-4.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:04	30898/30898	---M--	200	added ('OK')	image/png	etag:%22639ed280-78b2%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/red-tshirt.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/red-tshirt.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:04	24067/24067	---M--	200	added ('OK')	image/png	etag:%22639ed280-5e03%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/pink-tshirt.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/pink-tshirt.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:04	38095/38095	---M--	200	added ('OK')	image/png	etag:%22639ed280-94cf%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/orange-tshirt.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/orange-tshirt.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:05	34260/34260	---M--	200	added ('OK')	image/png	etag:%22639ed280-85d4%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/purple-tshirt.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/purple-tshirt.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:05	15818/15818	---M--	200	added ('OK')	image/png	etag:%22639ed280-3dca%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shoe-1.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shoe-1.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:05	20189/20189	---M--	200	added ('OK')	image/png	etag:%22639ed280-4edd%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shoe-2.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shoe-2.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:05	22598/22598	---M--	200	added ('OK')	image/png	etag:%22639ed280-5846%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shoe-3.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/shoe-3.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
